Type	School Year	County	District	School	Agency Name	Average Teacher Salary	Average Years of Teaching Experience	Masters Count	Percentage of Teachers with Master's Degrees	Teacher Count	Hispanic	American Indian / Alaskan Native	Asian	Black or African American	Native Hawaiian or Other Pacific Islander	White	Two or More Races
DI	20102011	37	0030	000	ELWOOD PUBLIC SCHOOLS	43560	21.04	*	*	22.88	*	*	*	*	*	23	*
SC	20002001	37	0030	001	ELWOOD HIGH SCHOOL	34721	19.71	*	*	10.90	*	*	*	*	*	*	*
SC	20052006	37	0030	001	ELWOOD HIGH SCHOOL	34563	18.38	*	*	11.40	*	*	*	*	*	*	*
SC	20072008	37	0030	001	ELWOOD HIGH SCHOOL	38777	17.71	*	*	12.57	*	*	*	*	*	*	*
SC	20082009	37	0030	001	ELWOOD HIGH SCHOOL	40809	18.71	*	*	12.57	*	*	*	*	*	*	*
SC	20092010	37	0030	001	ELWOOD HIGH SCHOOL	43120	21.64	*	*	12.57	*	*	*	*	*	*	*
SC	20102011	37	0030	001	ELWOOD HIGH SCHOOL	42490	19.40	*	*	13.45	*	*	*	*	*	13	*
SC	20002001	37	0030	002	ELWOOD ELEMENTARY SCHOOL	31967	18.00	*	*	11.22	*	*	*	*	*	*	*
SC	20052006	37	0030	002	ELWOOD ELEMENTARY SCHOOL	34503	18.77	*	*	10.48	*	*	*	*	*	*	*
SC	20072008	37	0030	002	ELWOOD ELEMENTARY SCHOOL	40473	21.17	*	*	*	*	*	*	*	*	*	*
SC	20082009	37	0030	002	ELWOOD ELEMENTARY SCHOOL	42300	22.17	*	*	*	*	*	*	*	*	*	*
SC	20092010	37	0030	002	ELWOOD ELEMENTARY SCHOOL	44611	23.17	*	*	*	*	*	*	*	*	*	*
SC	20102011	37	0030	002	ELWOOD ELEMENTARY SCHOOL	43415	20.75	*	*	*	*	*	*	*	*	*	*
DI	20002001	38	0011	000	HYANNIS AREA SCHOOLS	30486	17.85	*	*	12.12	*	*	*	*	*	*	*
DI	20052006	38	0011	000	HYANNIS AREA SCHOOLS	38932	19.69	*	*	10.20	*	*	*	*	*	*	*
DI	20072008	38	0011	000	HYANNIS AREA SCHOOLS	35074	18.00	*	*	19.63	*	*	*	*	*	*	*
DI	20082009	38	0011	000	HYANNIS AREA SCHOOLS	37732	18.25	*	*	18.38	*	*	*	*	*	*	*
DI	20092010	38	0011	000	HYANNIS AREA SCHOOLS	41558	20.05	*	*	17.88	*	*	*	*	*	*	*
DI	20102011	38	0011	000	HYANNIS AREA SCHOOLS	42000	18.53	*	*	16.50	*	*	*	*	*	17	*
SC	20002001	38	0011	001	HYANNIS HIGH SCHOOL	30486	17.85	*	*	12.12	*	*	*	*	*	*	*
SC	20052006	38	0011	001	HYANNIS HIGH SCHOOL	38932	19.69	*	*	10.20	*	*	*	*	*	*	*
SC	20072008	38	0011	001	HYANNIS HIGH SCHOOL	36007	21.36	*	*	*	*	*	*	*	*	*	*
SC	20082009	38	0011	001	HYANNIS HIGH SCHOOL	38339	20.50	*	*	*	*	*	*	*	*	*	*
SC	20092010	38	0011	001	HYANNIS HIGH SCHOOL	41642	20.69	*	*	*	*	*	*	*	*	*	*
SC	20102011	38	0011	001	HYANNIS HIGH SCHOOL	43680	20.08	*	*	*	*	*	*	*	*	*	*
SC	20072008	38	0011	003	HYANNIS ELEMENTARY SCHOOL	36007	15.78	*	*	*	*	*	*	*	*	*	*
SC	20082009	38	0011	003	HYANNIS ELEMENTARY SCHOOL	37556	16.33	*	*	*	*	*	*	*	*	*	*
SC	20092010	38	0011	003	HYANNIS ELEMENTARY SCHOOL	40900	17.18	*	*	*	*	*	*	*	*	*	*
SC	20102011	38	0011	003	HYANNIS ELEMENTARY SCHOOL	40880	16.90	*	*	*	*	*	*	*	*	*	*
DI	20052006	39	0010	000	GREELEY-WOLBACH PUBLIC SCHOOLS	32679	18.54	*	*	22.25	*	*	*	*	*	*	*
DI	20072008	39	0010	000	GREELEY-WOLBACH PUBLIC SCHOOLS	35131	20.61	*	*	21.38	*	*	*	*	*	*	*
DI	20082009	39	0010	000	GREELEY-WOLBACH PUBLIC SCHOOLS	36016	17.35	*	*	24.25	*	*	*	*	*	*	*
DI	20092010	39	0010	000	GREELEY-WOLBACH PUBLIC SCHOOLS	36506	13.52	*	*	22.99	*	*	*	*	*	*	*
DI	20102011	39	0010	000	GREELEY-WOLBACH PUBLIC SCHOOLS	37120	13.50	*	*	20.63	*	*	*	*	*	21	*
SC	20052006	39	0010	001	GREELEY-WOLBACH JR-SR HIGH SCHOOL	35289	19.91	*	*	*	*	*	*	*	*	*	*
SC	20072008	39	0010	001	GREELEY-WOLBACH JR-SR HIGH SCHOOL	35557	17.90	*	*	*	*	*	*	*	*	*	*
SC	20082009	39	0010	001	GREELEY-WOLBACH JR-SR HIGH SCHOOL	36389	15.90	*	*	*	*	*	*	*	*	*	*
SC	20092010	39	0010	001	GREELEY-WOLBACH JR-SR HIGH SCHOOL	37194	13.00	*	*	*	*	*	*	*	*	*	*
SC	20102011	39	0010	001	GREELEY-WOLBACH JR-SR HIGH SCHOOL	36932	14.71	*	*	*	*	*	*	*	*	*	*
SC	20052006	39	0010	002	GREELEY-WOLBACH MIDDLE SCHOOL	29060	16.13	*	*	*	*	*	*	*	*	*	*
SC	20072008	39	0010	002	GREELEY-WOLBACH MIDDLE SCHOOL	32598	21.22	*	*	*	*	*	*	*	*	*	*
SC	20082009	39	0010	002	GREELEY-WOLBACH MIDDLE SCHOOL	33622	18.22	*	*	*	*	*	*	*	*	*	*
SC	20092010	39	0010	002	GREELEY-WOLBACH MIDDLE SCHOOL	37265	17.70	*	*	*	*	*	*	*	*	*	*
SC	20102011	39	0010	002	GREELEY-WOLBACH MIDDLE SCHOOL	32325	9.71	*	*	*	*	*	*	*	*	*	*
SC	20052006	39	0010	003	GREELEY-WOLBACH ELEM/GREELEY	32369	20.22	*	*	*	*	*	*	*	*	*	*
SC	20072008	39	0010	003	GREELEY-WOLBACH ELEM/GREELEY	36437	21.44	*	*	*	*	*	*	*	*	*	*
SC	20082009	39	0010	003	GREELEY-WOLBACH ELEM/GREELEY	36451	13.09	*	*	*	*	*	*	*	*	*	*
SC	20092010	39	0010	003	GREELEY-WOLBACH ELEM/GREELEY	36644	11.45	*	*	*	*	*	*	*	*	*	*
SC	20102011	39	0010	003	GREELEY-WOLBACH ELEM/GREELEY	36347	10.25	*	*	*	*	*	*	*	*	*	*
SC	20052006	39	0010	004	GREELEY-WOLBACH ELEM/WOLBACH	30001	14.70	*	*	*	*	*	*	*	*	*	*
SC	20072008	39	0010	004	GREELEY-WOLBACH ELEM/WOLBACH	33533	19.00	*	*	*	*	*	*	*	*	*	*
SC	20082009	39	0010	004	GREELEY-WOLBACH ELEM/WOLBACH	34429	15.43	*	*	*	*	*	*	*	*	*	*
SC	20092010	39	0010	004	GREELEY-WOLBACH ELEM/WOLBACH	32777	6.00	*	*	*	*	*	*	*	*	*	*
SC	20102011	39	0010	004	GREELEY-WOLBACH ELEM/WOLBACH	33054	4.25	*	*	*	*	*	*	*	*	*	*
DI	20002001	39	0055	000	SPALDING PUBLIC SCHOOLS	29792	15.86	*	*	13.00	*	*	*	*	*	*	*
DI	20052006	39	0055	000	SPALDING PUBLIC SCHOOLS	40080	16.07	*	*	13.10	*	*	*	*	*	*	*
DI	20072008	39	0055	000	SPALDING PUBLIC SCHOOLS	38141	14.06	*	*	13.74	*	*	*	*	*	*	*
DI	20082009	39	0055	000	SPALDING PUBLIC SCHOOLS	36233	15.06	*	*	14.26	*	*	*	*	*	*	*
DI	20092010	39	0055	000	SPALDING PUBLIC SCHOOLS	34799	11.47	*	*	15.00	*	*	*	*	*	*	*
DI	20102011	39	0055	000	SPALDING PUBLIC SCHOOLS	32378	8.50	*	*	15.49	*	*	*	*	*	15	*
SC	20002001	39	0055	001	SPALDING SECONDARY SCHOOL	29071	10.60	*	*	*	*	*	*	*	*	*	*
SC	20052006	39	0055	001	SPALDING SECONDARY SCHOOL	39090	13.60	*	*	*	*	*	*	*	*	*	*
SC	20072008	39	0055	001	SPALDING SECONDARY SCHOOL	42900	13.90	*	*	*	*	*	*	*	*	*	*
SC	20082009	39	0055	001	SPALDING SECONDARY SCHOOL	36516	13.90	*	*	*	*	*	*	*	*	*	*
SC	20092010	39	0055	001	SPALDING SECONDARY SCHOOL	34354	10.50	*	*	*	*	*	*	*	*	*	*
SC	20102011	39	0055	001	SPALDING SECONDARY SCHOOL	32065	7.62	*	*	*	*	*	*	*	*	*	*
SC	20002001	39	0055	002	SPALDING ELEMENTARY SCHOOL	33441	20.57	*	*	*	*	*	*	*	*	*	*
SC	20052006	39	0055	002	SPALDING ELEMENTARY SCHOOL	46128	17.14	*	*	*	*	*	*	*	*	*	*
SC	20072008	39	0055	002	SPALDING ELEMENTARY SCHOOL	31819	14.30	*	*	*	*	*	*	*	*	*	*
SC	20082009	39	0055	002	SPALDING ELEMENTARY SCHOOL	35926	16.40	*	*	*	*	*	*	*	*	*	*
SC	20092010	39	0055	002	SPALDING ELEMENTARY SCHOOL	33883	10.00	*	*	*	*	*	*	*	*	*	*
SC	20102011	39	0055	002	SPALDING ELEMENTARY SCHOOL	31875	7.30	*	*	*	*	*	*	*	*	*	*
DI	20002001	39	0501	000	NORTH LOUP SCOTIA PUBLIC SCHS	28374	14.24	10.00	0.4000	21.90	*	*	*	*	*	*	*
DI	20052006	39	0501	000	NORTH LOUP SCOTIA PUBLIC SCHS	33903	16.56	*	*	22.90	*	*	*	*	*	*	*
DI	20072008	39	0501	000	NORTH LOUP SCOTIA PUBLIC SCHS	38545	16.08	11.00	0.4231	21.77	*	*	*	*	*	*	*
DI	20082009	39	0501	000	NORTH LOUP SCOTIA PUBLIC SCHS	39158	14.28	*	*	22.30	*	*	*	*	*	*	*
DI	20092010	39	0501	000	NORTH LOUP SCOTIA PUBLIC SCHS	42007	15.08	*	*	23.16	*	*	*	*	*	*	*
DI	20102011	39	0501	000	NORTH LOUP SCOTIA PUBLIC SCHS	42514	14.92	*	*	23.47	*	*	*	*	*	23	*
SC	20002001	39	0501	001	HIGH SCHOOL AT SCOTIA	28219	15.47	*	*	12.24	*	*	*	*	*	*	*
SC	20052006	39	0501	001	HIGH SCHOOL AT SCOTIA	32608	18.35	*	*	13.13	*	*	*	*	*	*	*
SC	20072008	39	0501	001	HIGH SCHOOL AT SCOTIA	38303	16.44	*	*	12.00	*	*	*	*	*	*	*
SC	20082009	39	0501	001	HIGH SCHOOL AT SCOTIA	39293	14.13	*	*	12.30	*	*	*	*	*	*	*
SC	20092010	39	0501	001	HIGH SCHOOL AT SCOTIA	40456	14.80	*	*	12.96	*	*	*	*	*	*	*
SC	20102011	39	0501	001	HIGH SCHOOL AT SCOTIA	41136	14.88	*	*	13.15	*	*	*	*	*	13	*
SC	20002001	39	0501	002	ELEM SCHOOL AT NORTH LOUP	28577	13.00	*	*	*	*	*	*	*	*	*	*
SC	20052006	39	0501	002	ELEM SCHOOL AT NORTH LOUP	35590	12.64	*	*	*	*	*	*	*	*	*	*
SC	20072008	39	0501	002	ELEM SCHOOL AT NORTH LOUP	38952	14.64	*	*	*	*	*	*	*	*	*	*
SC	20082009	39	0501	002	ELEM SCHOOL AT NORTH LOUP	39138	13.82	*	*	10.00	*	*	*	*	*	*	*
SC	20092010	39	0501	002	ELEM SCHOOL AT NORTH LOUP	43443	14.33	*	*	10.20	*	*	*	*	*	*	*
SC	20102011	39	0501	002	ELEM SCHOOL AT NORTH LOUP	43858	13.62	*	*	10.32	*	*	*	*	*	10	*
DI	20002001	40	0002	000	GRAND ISLAND PUBLIC SCHOOLS	39621	17.77	239.00	0.5677	416.84	*	*	*	*	*	*	*
DI	20052006	40	0002	000	GRAND ISLAND PUBLIC SCHOOLS	49486	16.09	338.00	0.5961	553.57	*	*	*	*	*	*	*
DI	20072008	40	0002	000	GRAND ISLAND PUBLIC SCHOOLS	53633	15.57	361.00	0.5889	600.09	*	*	*	*	*	*	*
DI	20082009	40	0002	000	GRAND ISLAND PUBLIC SCHOOLS	54424	14.76	353.00	0.5740	603.03	*	*	*	*	*	*	*
DI	20092010	40	0002	000	GRAND ISLAND PUBLIC SCHOOLS	54662	14.29	353.00	0.5533	622.14	*	*	*	*	*	*	*
DI	20102011	40	0002	000	GRAND ISLAND PUBLIC SCHOOLS	55119	13.88	362.00	0.5518	639.01	15	*	*	*	*	621	*
SC	20002001	40	0002	001	GRAND ISLAND SENIOR HIGH SCH	39974	17.31	62.00	0.5636	106.98	*	*	*	*	*	*	*
SC	20052006	40	0002	001	GRAND ISLAND SENIOR HIGH SCH	51819	18.10	82.00	0.7130	111.92	*	*	*	*	*	*	*
SC	20072008	40	0002	001	GRAND ISLAND SENIOR HIGH SCH	55490	17.58	85.00	0.6855	120.65	*	*	*	*	*	*	*
SC	20082009	40	0002	001	GRAND ISLAND SENIOR HIGH SCH	57169	17.35	89.00	0.6846	126.65	*	*	*	*	*	*	*
SC	20092010	40	0002	001	GRAND ISLAND SENIOR HIGH SCH	57593	17.00	86.00	0.6370	131.33	*	*	*	*	*	*	*
SC	20102011	40	0002	001	GRAND ISLAND SENIOR HIGH SCH	56462	15.94	87.00	0.6259	132.21	*	*	*	*	*	131	*
SC	20002001	40	0002	002	BARR MIDDLE SCHOOL	39909	18.29	27.00	0.5510	45.63	*	*	*	*	*	*	*
SC	20052006	40	0002	002	BARR MIDDLE SCHOOL	48202	15.12	32.00	0.5424	52.55	*	*	*	*	*	*	*
SC	20072008	40	0002	002	BARR MIDDLE SCHOOL	52795	15.65	34.00	0.5484	55.93	*	*	*	*	*	*	*
SC	20082009	40	0002	002	BARR MIDDLE SCHOOL	55134	15.90	34.00	0.5667	54.70	*	*	*	*	*	*	*
SC	20092010	40	0002	002	BARR MIDDLE SCHOOL	55797	15.09	34.00	0.5862	53.01	*	*	*	*	*	*	*
SC	20102011	40	0002	002	BARR MIDDLE SCHOOL	59690	15.56	40.00	0.6557	54.97	*	*	*	*	*	52	*
SC	20002001	40	0002	003	NEWELL ELEMENTARY SCHOOL	41239	20.70	18.00	0.6667	21.49	*	*	*	*	*	*	*
SC	20052006	40	0002	003	NEWELL ELEMENTARY SCHOOL	47584	16.61	15.00	0.4839	24.38	*	*	*	*	*	*	*
SC	20072008	40	0002	003	NEWELL ELEMENTARY SCHOOL	50379	12.94	15.00	0.4545	26.88	*	*	*	*	*	*	*
SC	20082009	40	0002	003	NEWELL ELEMENTARY SCHOOL	47983	9.67	11.00	0.3667	27.08	*	*	*	*	*	*	*
SC	20092010	40	0002	003	NEWELL ELEMENTARY SCHOOL	49796	9.26	11.00	0.3548	27.88	*	*	*	*	*	*	*
SC	20102011	40	0002	003	NEWELL ELEMENTARY SCHOOL	51873	9.52	15.00	0.4545	29.65	*	*	*	*	*	29	*
SC	20002001	40	0002	004	WALNUT MIDDLE SCHOOL	40059	16.30	35.00	0.5469	62.19	*	*	*	*	*	*	*
SC	20052006	40	0002	004	WALNUT MIDDLE SCHOOL	51462	17.53	45.00	0.7031	59.32	*	*	*	*	*	*	*
SC	20072008	40	0002	004	WALNUT MIDDLE SCHOOL	54337	15.41	43.00	0.6515	61.72	*	*	*	*	*	*	*
SC	20082009	40	0002	004	WALNUT MIDDLE SCHOOL	52916	12.81	39.00	0.5821	64.05	*	*	*	*	*	*	*
SC	20092010	40	0002	004	WALNUT MIDDLE SCHOOL	54293	13.42	39.00	0.6000	62.25	*	*	*	*	*	*	*
SC	20102011	40	0002	004	WALNUT MIDDLE SCHOOL	56531	13.67	43.00	0.6418	63.33	*	*	*	*	*	62	*
SC	20002001	40	0002	005	GATES ELEMENTARY SCHOOL	42098	20.55	14.00	0.7000	17.41	*	*	*	*	*	*	*
SC	20052006	40	0002	005	GATES ELEMENTARY SCHOOL	52278	17.61	14.00	0.6087	19.82	*	*	*	*	*	*	*
SC	20072008	40	0002	005	GATES ELEMENTARY SCHOOL	52344	16.19	13.00	0.4815	23.52	*	*	*	*	*	*	*
SC	20082009	40	0002	005	GATES ELEMENTARY SCHOOL	51593	14.65	12.00	0.4615	24.00	*	*	*	*	*	*	*
SC	20092010	40	0002	005	GATES ELEMENTARY SCHOOL	53999	14.15	14.00	0.5185	24.30	*	*	*	*	*	*	*
SC	20102011	40	0002	005	GATES ELEMENTARY SCHOOL	53649	13.25	13.00	0.4643	25.41	*	*	*	*	*	22	*
SC	20002001	40	0002	006	DODGE ELEMENTARY SCHOOL	39085	18.42	16.00	0.5161	28.90	*	*	*	*	*	*	*
SC	20052006	40	0002	006	DODGE ELEMENTARY SCHOOL	48754	15.67	20.00	0.4762	34.84	*	*	*	*	*	*	*
SC	20072008	40	0002	006	DODGE ELEMENTARY SCHOOL	54723	16.55	24.00	0.5455	36.95	*	*	*	*	*	*	*
SC	20082009	40	0002	006	DODGE ELEMENTARY SCHOOL	56954	17.26	24.00	0.5714	35.30	*	*	*	*	*	*	*
SC	20092010	40	0002	006	DODGE ELEMENTARY SCHOOL	59381	17.86	27.00	0.6279	35.25	*	*	*	*	*	*	*
SC	20102011	40	0002	006	DODGE ELEMENTARY SCHOOL	57413	16.70	26.00	0.6047	35.34	*	*	*	*	*	35	*
SC	20002001	40	0002	007	HOWARD ELEMENTARY SCHOOL	36234	13.90	10.00	0.3448	24.23	*	*	*	*	*	*	*
SC	20052006	40	0002	007	HOWARD ELEMENTARY SCHOOL	44934	12.41	16.00	0.4706	30.70	*	*	*	*	*	*	*
SC	20072008	40	0002	007	HOWARD ELEMENTARY SCHOOL	52198	14.03	21.00	0.6176	30.60	*	*	*	*	*	*	*
SC	20082009	40	0002	007	HOWARD ELEMENTARY SCHOOL	53662	12.86	20.00	0.5714	31.71	*	*	*	*	*	*	*
SC	20092010	40	0002	007	HOWARD ELEMENTARY SCHOOL	54314	13.74	20.00	0.5714	31.75	*	*	*	*	*	*	*
SC	20102011	40	0002	007	HOWARD ELEMENTARY SCHOOL	55838	14.03	22.00	0.6111	32.72	*	*	*	*	*	30	*
SC	20002001	40	0002	008	JEFFERSON ELEMENTARY SCHOOL	40152	19.90	15.00	0.7143	17.07	*	*	*	*	*	*	*
SC	20052006	40	0002	008	JEFFERSON ELEMENTARY SCHOOL	51274	20.83	16.00	0.6667	20.39	*	*	*	*	*	*	*
SC	20072008	40	0002	008	JEFFERSON ELEMENTARY SCHOOL	53849	16.76	15.00	0.6000	22.04	*	*	*	*	*	*	*
SC	20082009	40	0002	008	JEFFERSON ELEMENTARY SCHOOL	51556	13.96	13.00	0.5200	22.72	*	*	*	*	*	*	*
SC	20092010	40	0002	008	JEFFERSON ELEMENTARY SCHOOL	51662	13.46	15.00	0.5357	25.50	*	*	*	*	*	*	*
SC	20102011	40	0002	008	JEFFERSON ELEMENTARY SCHOOL	48190	9.52	12.00	0.4138	25.28	*	*	*	*	*	25	*
SC	20002001	40	0002	009	LINCOLN ELEMENTARY SCHOOL	36069	16.50	10.00	0.4167	20.34	*	*	*	*	*	*	*
SC	20052006	40	0002	009	LINCOLN ELEMENTARY SCHOOL	48334	13.97	20.00	0.6667	25.02	*	*	*	*	*	*	*
SC	20072008	40	0002	009	LINCOLN ELEMENTARY SCHOOL	53527	13.14	15.00	0.5357	24.22	*	*	*	*	*	*	*
SC	20082009	40	0002	009	LINCOLN ELEMENTARY SCHOOL	55977	13.24	17.00	0.5862	25.33	*	*	*	*	*	*	*
SC	20092010	40	0002	009	LINCOLN ELEMENTARY SCHOOL	55524	11.76	15.00	0.5172	25.35	*	*	*	*	*	*	*
SC	20102011	40	0002	009	LINCOLN ELEMENTARY SCHOOL	56270	12.03	16.00	0.5517	25.30	*	*	*	*	*	24	*
SC	20002001	40	0002	010	WASMER ELEMENTARY SCHOOL	42290	18.65	19.00	0.8261	18.98	*	*	*	*	*	*	*
SC	20052006	40	0002	010	WASMER ELEMENTARY SCHOOL	47289	13.31	14.00	0.4375	28.18	*	*	*	*	*	*	*
SC	20072008	40	0002	010	WASMER ELEMENTARY SCHOOL	54352	14.94	20.00	0.6250	28.36	*	*	*	*	*	*	*
SC	20082009	40	0002	010	WASMER ELEMENTARY SCHOOL	56267	15.77	22.00	0.6286	30.90	*	*	*	*	*	*	*
SC	20092010	40	0002	010	WASMER ELEMENTARY SCHOOL	57830	16.29	22.00	0.6471	30.80	*	*	*	*	*	*	*
SC	20102011	40	0002	010	WASMER ELEMENTARY SCHOOL	57713	14.69	21.00	0.6000	30.69	*	*	*	*	*	31	*
SC	20002001	40	0002	011	WEST LAWN ELEMENTARY SCHOOL	39325	17.38	11.00	0.5238	17.32	*	*	*	*	*	*	*
SC	20052006	40	0002	011	WEST LAWN ELEMENTARY SCHOOL	43096	11.07	*	*	23.04	*	*	*	*	*	*	*
SC	20072008	40	0002	011	WEST LAWN ELEMENTARY SCHOOL	49802	11.93	10.00	0.3571	23.55	*	*	*	*	*	*	*
SC	20082009	40	0002	011	WEST LAWN ELEMENTARY SCHOOL	50846	12.41	11.00	0.3793	24.58	*	*	*	*	*	*	*
SC	20092010	40	0002	011	WEST LAWN ELEMENTARY SCHOOL	51366	11.52	13.00	0.4483	25.03	*	*	*	*	*	*	*
SC	20102011	40	0002	011	WEST LAWN ELEMENTARY SCHOOL	52830	11.93	12.00	0.4138	24.93	*	*	*	*	*	25	*
SC	20002001	40	0002	012	STARR ELEMENTARY SCHOOL	40005	16.35	13.00	0.6500	15.83	*	*	*	*	*	*	*
SC	20052006	40	0002	012	STARR ELEMENTARY SCHOOL	45656	14.13	11.00	0.4783	18.67	*	*	*	*	*	*	*
SC	20072008	40	0002	012	STARR ELEMENTARY SCHOOL	50926	14.23	*	*	18.15	*	*	*	*	*	*	*
SC	20082009	40	0002	012	STARR ELEMENTARY SCHOOL	51193	13.75	10.00	0.4167	20.26	*	*	*	*	*	*	*
SC	20092010	40	0002	012	STARR ELEMENTARY SCHOOL	51913	12.52	11.00	0.4400	21.46	*	*	*	*	*	*	*
SC	20102011	40	0002	012	STARR ELEMENTARY SCHOOL	54758	13.28	12.00	0.4800	21.91	*	*	*	*	*	22	*
SC	20002001	40	0002	013	KNICKREHM ELEMENTARY SCHOOL	37067	17.43	*	*	15.99	*	*	*	*	*	*	*
SC	20052006	40	0002	013	KNICKREHM ELEMENTARY SCHOOL	48767	18.91	12.00	0.5217	16.71	*	*	*	*	*	*	*
SC	20072008	40	0002	013	KNICKREHM ELEMENTARY SCHOOL	51363	15.29	13.00	0.5417	18.21	*	*	*	*	*	*	*
SC	20082009	40	0002	013	KNICKREHM ELEMENTARY SCHOOL	49819	10.54	10.00	0.4167	18.21	*	*	*	*	*	*	*
SC	20092010	40	0002	013	KNICKREHM ELEMENTARY SCHOOL	50235	10.69	12.00	0.4615	17.62	*	*	*	*	*	*	*
SC	20102011	40	0002	013	KNICKREHM ELEMENTARY SCHOOL	56446	12.00	14.00	0.5600	18.59	*	*	*	*	*	18	*
SC	20002001	40	0002	014	CENTRAL NE SUPPORT SERVICE PROGRAM		15.80	*	*	*	*	*	*	*	*	*	*
SC	20072008	40	0002	014	CENTRAL NE SUPPORT SERVICE PROGRAM	52810	17.03	21.00	0.6000	31.92	*	*	*	*	*	*	*
SC	20082009	40	0002	014	CENTRAL NE SUPPORT SERVICE PROGRAM	58434	15.86	*	*	*	*	*	*	*	*	*	*
SC	20092010	40	0002	014	CENTRAL NE SUPPORT SERVICE PROGRAM	55790	15.00	*	*	*	*	*	*	*	*	*	*
SC	20102011	40	0002	014	CENTRAL NE SUPPORT SERVICE PROGRAM	62136	16.00	*	*	*	*	*	*	*	*	*	*
SC	20002001	40	0002	015	SEEDLING MILE ELEM SCHOOL	44155	22.08	10.00	0.8333	*	*	*	*	*	*	*	*
SC	20052006	40	0002	015	SEEDLING MILE ELEM SCHOOL	48225	16.00	*	*	*	*	*	*	*	*	*	*
SC	20072008	40	0002	015	SEEDLING MILE ELEM SCHOOL	52343	16.50	*	*	*	*	*	*	*	*	*	*
SC	20082009	40	0002	015	SEEDLING MILE ELEM SCHOOL	50912	14.00	*	*	*	*	*	*	*	*	*	*
SC	20092010	40	0002	015	SEEDLING MILE ELEM SCHOOL	50347	13.54	*	*	*	*	*	*	*	*	*	*
SC	20102011	40	0002	015	SEEDLING MILE ELEM SCHOOL	52162	14.31	*	*	*	*	*	*	*	*	*	*
SC	20002001	40	0002	016	STOLLEY PARK ELEM SCHOOL	38087	17.13	*	*	*	*	*	*	*	*	*	*
SC	20052006	40	0002	016	STOLLEY PARK ELEM SCHOOL	51286	21.15	10.00	0.7692	10.03	*	*	*	*	*	*	*
SC	20072008	40	0002	016	STOLLEY PARK ELEM SCHOOL	54361	17.18	11.00	0.6471	12.47	*	*	*	*	*	*	*
SC	20082009	40	0002	016	STOLLEY PARK ELEM SCHOOL	52811	13.76	13.00	0.6190	14.51	*	*	*	*	*	*	*
SC	20092010	40	0002	016	STOLLEY PARK ELEM SCHOOL	53864	14.75	12.00	0.6000	14.66	*	*	*	*	*	*	*
SC	20102011	40	0002	016	STOLLEY PARK ELEM SCHOOL	49811	11.90	10.00	0.5000	14.69	*	*	*	*	*	15	*
SC	20002001	40	0002	017	SHOEMAKER ELEMENTARY SCHOOL	41368	16.72	13.00	0.7222	12.67	*	*	*	*	*	*	*
SC	20052006	40	0002	017	SHOEMAKER ELEMENTARY SCHOOL	48819	14.39	12.00	0.5217	16.29	*	*	*	*	*	*	*
SC	20072008	40	0002	017	SHOEMAKER ELEMENTARY SCHOOL	51561	13.00	10.00	0.4762	15.77	*	*	*	*	*	*	*
SC	20082009	40	0002	017	SHOEMAKER ELEMENTARY SCHOOL	50408	12.29	10.00	0.4762	16.92	*	*	*	*	*	*	*
SC	20092010	40	0002	017	SHOEMAKER ELEMENTARY SCHOOL	51868	12.33	13.00	0.5417	18.91	*	*	*	*	*	*	*
SC	20102011	40	0002	017	SHOEMAKER ELEMENTARY SCHOOL	52367	13.03	15.00	0.5172	21.84	*	*	*	*	*	21	*
SC	20002001	40	0002	018	ENGLEMAN ELEMENTARY SCHOOL	40555	17.90	10.00	0.5000	16.40	*	*	*	*	*	*	*
SC	20052006	40	0002	018	ENGLEMAN ELEMENTARY SCHOOL	50163	19.21	11.00	0.5789	16.76	*	*	*	*	*	*	*
SC	20072008	40	0002	018	ENGLEMAN ELEMENTARY SCHOOL	55379	17.50	14.00	0.7000	17.76	*	*	*	*	*	*	*
SC	20082009	40	0002	018	ENGLEMAN ELEMENTARY SCHOOL	54995	16.29	12.00	0.5714	18.90	*	*	*	*	*	*	*
SC	20092010	40	0002	018	ENGLEMAN ELEMENTARY SCHOOL	53495	14.22	13.00	0.5652	20.34	*	*	*	*	*	*	*
SC	20102011	40	0002	018	ENGLEMAN ELEMENTARY SCHOOL	53685	14.73	12.00	0.4615	22.73	*	*	*	*	*	23	*
SC	20002001	40	0002	019	WESTRIDGE MIDDLE SCHOOL	40889	19.14	14.00	0.6364	18.55	*	*	*	*	*	*	*
SC	20052006	40	0002	019	WESTRIDGE MIDDLE SCHOOL	51826	15.63	18.00	0.7500	19.81	*	*	*	*	*	*	*
SC	20072008	40	0002	019	WESTRIDGE MIDDLE SCHOOL	56291	15.17	17.00	0.7083	19.79	*	*	*	*	*	*	*
SC	20082009	40	0002	019	WESTRIDGE MIDDLE SCHOOL	58448	16.36	20.00	0.7143	23.62	*	*	*	*	*	*	*
SC	20092010	40	0002	019	WESTRIDGE MIDDLE SCHOOL	56265	16.21	18.00	0.6207	25.10	*	*	*	*	*	*	*
SC	20102011	40	0002	019	WESTRIDGE MIDDLE SCHOOL	56257	16.26	19.00	0.6129	26.90	*	*	*	*	*	27	*
SC	20082009	40	0002	022	EARLY LEARNING CENTER	35053	3.20	*	*	*	*	*	*	*	*	*	*
SC	20092010	40	0002	022	EARLY LEARNING CENTER	42361	6.54	*	*	12.00	*	*	*	*	*	*	*
